r val absval
6.036000000000000254e-01 1.039666963147960338e-01 5.373464621119893730e-02
6.036799999999999944e-01 1.062680793475520857e-01 5.492410406111623844e-02
6.037599999999999634e-01 1.085690296156723161e-01 5.611333823888253053e-02
6.038399999999999324e-01 1.108695444486126058e-01 5.730234736424096725e-02
6.039200000000000124e-01 1.131696211765960830e-01 5.849113005733126008e-02
6.039999999999999813e-01 1.154692571306005361e-01 5.967968493868316959e-02
6.040799999999999503e-01 1.177684496470449566e-01 6.086801063163869985e-02
6.041600000000000303e-01 1.200671960627616025e-01 6.205610575975345489e-02
6.042399999999999993e-01 1.223654937112569341e-01 6.324396894486412901e-02
6.043199999999999683e-01 1.246633399269604786e-01 6.443159880928446548e-02
6.043999999999999373e-01 1.269607320452118826e-01 6.561899397579865068e-02
6.044800000000000173e-01 1.292576674022674343e-01 6.680615306766457540e-02
6.045599999999999863e-01 1.315541433352871437e-01 6.799307470860725677e-02
6.046399999999999553e-01 1.338501571823540182e-01 6.917975752282873314e-02
6.047199999999999243e-01 1.361457062824613651e-01 7.036620013500155535e-02
6.048000000000000043e-01 1.384407879755188697e-01 7.155240117027185376e-02
6.048799999999999732e-01 1.407353996023402443e-01 7.273835925425305160e-02
6.049599999999999422e-01 1.430295385046619350e-01 7.392407301303544065e-02
6.050400000000000222e-01 1.453232020251339351e-01 7.510954107318150441e-02
6.051199999999999912e-01 1.476163875073100429e-01 7.629476206172083885e-02
6.051999999999999602e-01 1.499090922956669292e-01 7.747973460616000563e-02
6.052799999999999292e-01 1.522013137355915091e-01 7.866445733447606503e-02
6.053600000000000092e-01 1.544930491733872424e-01 7.984892887511975401e-02
6.054399999999999782e-01 1.567842959562614769e-01 8.103314785700899137e-02
6.055199999999999472e-01 1.590750514323444609e-01 8.221711290953867546e-02
6.056000000000000272e-01 1.613653129506798234e-01 8.340082266257581312e-02
6.056799999999999962e-01 1.636550778612150536e-01 8.458427574645453750e-02
6.057599999999999651e-01 1.659443435148204860e-01 8.576747079198596135e-02
6.058399999999999341e-01 1.682331072632767821e-01 8.695040643045169604e-02
6.059200000000000141e-01 1.705213664592811484e-01 8.813308129360707122e-02
6.059999999999999831e-01 1.728091184564345684e-01 8.931549401367450125e-02
6.060799999999999521e-01 1.750963606092609259e-01 9.049764322335343558e-02
6.061600000000000321e-01 1.773830902731976800e-01 9.167952755581545987e-02
6.062400000000000011e-01 1.796693048045858720e-01 9.286114564469921673e-02
6.063199999999999701e-01 1.819550015606896942e-01 9.404249612412042547e-02
6.063999999999999391e-01 1.842401778996833883e-01 9.522357762866519304e-02
6.064800000000000191e-01 1.865248311806578796e-01 9.640438879339341405e-02
6.065599999999999881e-01 1.888089587636078426e-01 9.758492825383205393e-02
6.066399999999999570e-01 1.910925580094509357e-01 9.876519464598514098e-02
6.067199999999999260e-01 1.933756262800149783e-01 9.994518660632709106e-02
6.068000000000000060e-01 1.956581609380444453e-01 1.011249027718061078e-01
6.068799999999999750e-01 1.979401593471874776e-01 1.023043417798374655e-01
6.069599999999999440e-01 2.002216188720154222e-01 1.034835022683135430e-01
6.070400000000000240e-01 2.025025368780126456e-01 1.046623828755986613e-01
6.071199999999999930e-01 2.047829107315677355e-01 1.058409822405244616e-01
6.071999999999999620e-01 2.070627377999919305e-01 1.070192990023994262e-01
6.072799999999999310e-01 2.093420154515068243e-01 1.081973318010026053e-01
6.073600000000000110e-01 2.116207410552504720e-01 1.093750792765866564e-01
6.074399999999999800e-01 2.138989119812648998e-01 1.105525400698715022e-01
6.075199999999999489e-01 2.161765256005148683e-01 1.117297128220539615e-01
6.076000000000000290e-01 2.184535792848787406e-01 1.129065961748030172e-01
6.076799999999999979e-01 2.207300704071386566e-01 1.140831887702547787e-01
6.077599999999999669e-01 2.230059963409995183e-01 1.152594892510223068e-01
6.078399999999999359e-01 2.252813544610767216e-01 1.164354962601892168e-01
6.079200000000000159e-01 2.275561421429018738e-01 1.176112084413126618e-01
6.079999999999999849e-01 2.298303567629108313e-01 1.187866244384171710e-01
6.080799999999999539e-01 2.321039957030516521e-01 1.199617428983762030e-01
6.081600000000000339e-01 2.343770563457913403e-01 1.211365624683314601e-01
6.082400000000000029e-01 2.366495360705386519e-01 1.223110817938439926e-01
6.083199999999999719e-01 2.389214322577713490e-01 1.234852995210273391e-01
6.083999999999999408e-01 2.411927422890232098e-01 1.246592142965408517e-01
6.084800000000000209e-01 2.434634635468906350e-01 1.258328247675931100e-01
6.085599999999999898e-01 2.457335934150198520e-01 1.270061295819352731e-01
6.086399999999999588e-01 2.480031292781256780e-01 1.281791273878707671e-01
6.087199999999999278e-01 2.502720685219794183e-01 1.293518168342491503e-01
6.088000000000000078e-01 2.525404085334145843e-01 1.305241965704688478e-01
6.088799999999999768e-01 2.548081467003147638e-01 1.316962652464711281e-01
6.089599999999999458e-01 2.570752804116321899e-01 1.328680215127495123e-01
6.090400000000000258e-01 2.593418070573783596e-01 1.340394640203450283e-01
6.091199999999999948e-01 2.616077240286149852e-01 1.352105914208414916e-01
6.091999999999999638e-01 2.638730287174720357e-01 1.363814023663748320e-01
6.092799999999999327e-01 2.661377185171361348e-01 1.375518955096271256e-01
6.093600000000000128e-01 2.684017908218561677e-01 1.387220695038294260e-01
6.094399999999999817e-01 2.706652430269307352e-01 1.398919230027554361e-01
6.095199999999999507e-01 2.729280725287275833e-01 1.410614546607313058e-01
6.096000000000000307e-01 2.751902767246734438e-01 1.422306631326305804e-01
6.096799999999999997e-01 2.774518530132452088e-01 1.433995470738696210e-01
6.097599999999999687e-01 2.797127987939883043e-01 1.445681051404169581e-01
6.098399999999999377e-01 2.819731114675044781e-01 1.457363359887871579e-01
6.099200000000000177e-01 2.842327884354577949e-01 1.469042382760437915e-01
6.099999999999999867e-01 2.864918271005623684e-01 1.480718106597931627e-01
6.100799999999999557e-01 2.887502248666011240e-01 1.492390517981939946e-01
6.101599999999999246e-01 2.910079791384129200e-01 1.504059603499507125e-01
6.102400000000000047e-01 2.932650873218992649e-01 1.515725349743170247e-01
6.103199999999999736e-01 2.955215468240114940e-01 1.527387743310892332e-01
6.103999999999999426e-01 2.977773550527698099e-01 1.539046770806160591e-01
6.104800000000000226e-01 3.000325094172536233e-01 1.550702418837936192e-01
6.105599999999999916e-01 3.022870073275921721e-01 1.562354674020607626e-01
6.106399999999999606e-01 3.045408461949836165e-01 1.574003522974086744e-01
6.107199999999999296e-01 3.067940234316823278e-01 1.585648952323744920e-01
6.108000000000000096e-01 3.090465364510048274e-01 1.597290948700443025e-01
6.108799999999999786e-01 3.112983826673179633e-01 1.608929498740470920e-01
6.109599999999999476e-01 3.135495594960570620e-01 1.620564589085640161e-01
6.110400000000000276e-01 3.158000643537168250e-01 1.632196206383238479e-01
6.111199999999999966e-01 3.180498946578417807e-01 1.643824337285978709e-01
6.111999999999999655e-01 3.202990478270454355e-01 1.655448968452098990e-01
6.112799999999999345e-01 3.225475212809972847e-01 1.667070086545295593e-01
6.113600000000000145e-01 3.247953124404293068e-01 1.678687678234755953e-01
6.114399999999999835e-01 3.270424187271234739e-01 1.690301730195093721e-01
6.115199999999999525e-01 3.292888375639304033e-01 1.701912229106447016e-01
6.116000000000000325e-01 3.315345663747601423e-01 1.713519161654428746e-01
6.116800000000000015e-01 3.337796025845725101e-01 1.725122514530077478e-01
6.117599999999999705e-01 3.360239436193962481e-01 1.736722274429956525e-01
6.118399999999999395e-01 3.382675869063160312e-01 1.748318428056087337e-01
6.119200000000000195e-01 3.405105298734792396e-01 1.759910962115983357e-01
6.119999999999999885e-01 3.427527699500831360e-01 1.771499863322583967e-01
6.120799999999999574e-01 3.449943045709019107e-01 1.783085118417652992e-01
6.121599999999999264e-01 3.472351311713150479e-01 1.794666714146083142e-01
6.122400000000000064e-01 3.494752471839361330e-01 1.806244637238471062e-01
6.123199999999999754e-01 3.517146500425710198e-01 1.817818874431575971e-01
6.123999999999999444e-01 3.539533371822364827e-01 1.829389412468414855e-01
6.124800000000000244e-01 3.561913060391506680e-01 1.840956238098215292e-01
6.125599999999999934e-01 3.584285540507244350e-01 1.852519338076368260e-01
6.126399999999999624e-01 3.606650786555788968e-01 1.864078699164520014e-01
6.127199999999999314e-01 3.629008772935340965e-01 1.875634308130514072e-01
6.128000000000000114e-01 3.651359474056146137e-01 1.887186151748418694e-01
6.128799999999999804e-01 3.673702864340371299e-01 1.898734216798464158e-01
6.129599999999999493e-01 3.696038918222294689e-01 1.910278490067139900e-01
6.130400000000000293e-01 3.718367610148208824e-01 1.921818958347145112e-01
6.131199999999999983e-01 3.740688914576328350e-01 1.933355608437341278e-01
6.131999999999999673e-01 3.763002805976976561e-01 1.944888427142847376e-01
6.132799999999999363e-01 3.785309258832463830e-01 1.956417401274978263e-01
6.133600000000000163e-01 3.807608247637143672e-01 1.967942517651273260e-01
6.134399999999999853e-01 3.829899746897294510e-01 1.979463763095435369e-01
6.135199999999999543e-01 3.852183731131302857e-01 1.990981124437424532e-01
6.135999999999999233e-01 3.874460174869541751e-01 2.002494588513397122e-01
6.136800000000000033e-01 3.896729052654425152e-01 2.014004142165731759e-01
6.137599999999999723e-01 3.918990339040295812e-01 2.025509772242973239e-01
6.138399999999999412e-01 3.941244008593603465e-01 2.037011465599923021e-01
6.139200000000000212e-01 3.963490035892812124e-01 2.048509209097592876e-01
6.139999999999999902e-01 3.985728395528309043e-01 2.060002989603156309e-01
6.140799999999999592e-01 4.007959062102591230e-01 2.071492793990045989e-01
6.141599999999999282e-01 4.030182010230138334e-01 2.082978609137887960e-01
6.142400000000000082e-01 4.052397214537478143e-01 2.094460421932534955e-01
6.143199999999999772e-01 4.074604649663062239e-01 2.105938219266002553e-01
6.143999999999999462e-01 4.096804290257448078e-01 2.117411988036563553e-01
6.144800000000000262e-01 4.118996110983208503e-01 2.128881715148700227e-01
6.145599999999999952e-01 4.141180086514844594e-01 2.140347387513060196e-01
6.146399999999999642e-01 4.163356191538958861e-01 2.151808992046545521e-01
6.147199999999999331e-01 4.185524400754143115e-01 2.163266515672255252e-01
6.148000000000000131e-01 4.207684688871033418e-01 2.174719945319513181e-01
6.148799999999999821e-01 4.229837030612190740e-01 2.186169267923806225e-01
6.149599999999999511e-01 4.251981400712283032e-01 2.197614470426878797e-01
6.150400000000000311e-01 4.274117773917993079e-01 2.209055539776685895e-01
6.151200000000000001e-01 4.296246124987931347e-01 2.220492462927345922e-01
6.151999999999999691e-01 4.318366428692809178e-01 2.231925226839232557e-01
6.152799999999999381e-01 4.340478659815328322e-01 2.243353818478916462e-01
6.153600000000000181e-01 4.362582793150234228e-01 2.254778224819192767e-01
6.154399999999999871e-01 4.384678803504198918e-01 2.266198432839021115e-01
6.155199999999999561e-01 4.406766665695998064e-01 2.277614429523616424e-01
6.155999999999999250e-01 4.428846354556395526e-01 2.289026201864390042e-01
6.156800000000000050e-01 4.450917844928199973e-01 2.300433736858978617e-01
6.157599999999999740e-01 4.472981111666144982e-01 2.311837021511181922e-01
6.158399999999999430e-01 4.495036129637068889e-01 2.323236042831055836e-01
6.159200000000000230e-01 4.517082873719829306e-01 2.334630787834869048e-01
6.159999999999999920e-01 4.539121318805205418e-01 2.346021243545050872e-01
6.160799999999999610e-01 4.561151439840174793e-01 2.357407397013077388e-01
6.161599999999999300e-01 4.583173211778699407e-01 2.368789235294034012e-01
6.162400000000000100e-01 4.605186609549942744e-01 2.380166745430189190e-01
6.163199999999999790e-01 4.627191608096370423e-01 2.391539914470686701e-01
6.163999999999999480e-01 4.649188182373938938e-01 2.402908729471642801e-01
6.164800000000000280e-01 4.671176307352002954e-01 2.414273177496098766e-01
6.165599999999999969e-01 4.693155958013217610e-01 2.425633245613969813e-01
6.166399999999999659e-01 4.715127109353732249e-01 2.436988920902146138e-01
6.167199999999999349e-01 4.737089736383059413e-01 2.448340190444424080e-01
6.168000000000000149e-01 4.759043814124138683e-01 2.459687041331539981e-01
6.168799999999999839e-01 4.780989317613217882e-01 2.471029460661108290e-01
6.169599999999999529e-01 4.802926221900031267e-01 2.482367435537713996e-01
6.170400000000000329e-01 4.824854502047711269e-01 2.493700953072866822e-01
6.171200000000000019e-01 4.846774133132693563e-01 2.505030000384952382e-01
6.171999999999999709e-01 4.868685090244904146e-01 2.516354564599327381e-01
6.172799999999999399e-01 4.890587348487634989e-01 2.527674632848259662e-01
6.173600000000000199e-01 4.912480882977606211e-01 2.538990192270954016e-01
6.174399999999999888e-01 4.934365668844842290e-01 2.550301230013493070e-01
6.175199999999999578e-01 4.956241681232858021e-01 2.561607733228932204e-01
6.175999999999999268e-01 4.978108895298531400e-01 2.572909689077232942e-01
6.176800000000000068e-01 4.999967286212171347e-01 2.584207084725298476e-01
6.177599999999999758e-01 5.021816829157389472e-01 2.595499907346907609e-01
6.178399999999999448e-01 5.043657499331288818e-01 2.606788144122811901e-01
6.179200000000000248e-01 5.065489271944365601e-01 2.618071782240685708e-01
6.179999999999999938e-01 5.087312122220425392e-01 2.629350808895081215e-01
6.180799999999999628e-01 5.109126025396759641e-01 2.640625211287521701e-01
6.181599999999999318e-01 5.130930956724027991e-01 2.651894976626439360e-01
6.182400000000000118e-01 5.152726891466314907e-01 2.663160092127204726e-01
6.183199999999999807e-01 5.174513804901014202e-01 2.674420545012067274e-01
6.183999999999999497e-01 5.196291672319003352e-01 2.685676322510245906e-01
6.184800000000000297e-01 5.218060469024561332e-01 2.696927411857885093e-01
6.185599999999999987e-01 5.239820170335273142e-01 2.708173800298007694e-01
6.186399999999999677e-01 5.261570751582205219e-01 2.719415475080603772e-01
6.187199999999999367e-01 5.283312188109796637e-01 2.730652423462573974e-01
6.188000000000000167e-01 5.305044455275913506e-01 2.741884632707760616e-01
6.188799999999999857e-01 5.326767528451724631e-01 2.753112090086879404e-01
6.189599999999999547e-01 5.348481383021891356e-01 2.764334782877621577e-01
6.190400000000000347e-01 5.370185994384467643e-01 2.775552698364598947e-01
6.191200000000000037e-01 5.391881337950813480e-01 2.786765823839300604e-01
6.191999999999999726e-01 5.413567389145782505e-01 2.797974146600190060e-01
6.192799999999999416e-01 5.435244123407589889e-01 2.809177653952636411e-01
6.193600000000000216e-01 5.456911516187876732e-01 2.820376333208948760e-01
6.194399999999999906e-01 5.478569542951596816e-01 2.831570171688315152e-01
6.195199999999999596e-01 5.500218179177182032e-01 2.842759156716891389e-01
6.195999999999999286e-01 5.521857400356441348e-01 2.853943275627745524e-01
6.196800000000000086e-01 5.543487181994604107e-01 2.865122515760883948e-01
6.197599999999999776e-01 5.565107499610210118e-01 2.876296864463190328e-01
6.198399999999999466e-01 5.586718328735281736e-01 2.887466309088518313e-01
6.199200000000000266e-01 5.608319644915243929e-01 2.898630836997647675e-01
6.199999999999999956e-01 5.629911423708823248e-01 2.909790435558233246e-01
6.200799999999999645e-01 5.651493640731239942e-01 2.920945092167129276e-01
6.201599999999999335e-01 5.673066271605599065e-01 2.932094794225262868e-01
6.202400000000000135e-01 5.694629291933098747e-01 2.943239529122241849e-01
6.203199999999999825e-01 5.716182677329587625e-01 2.954379284255242988e-01
6.203999999999999515e-01 5.737726403425726929e-01 2.965514047029101374e-01
6.204800000000000315e-01 5.759260445866923872e-01 2.976643804856272113e-01
6.205600000000000005e-01 5.780784780313218407e-01 2.987768545156772593e-01
6.206399999999999695e-01 5.802299382439484177e-01 2.998888255358289068e-01
6.207199999999999385e-01 5.823804227935291955e-01 3.010002922896102273e-01
6.208000000000000185e-01 5.845299292504977373e-01 3.021112535213124062e-01
6.208799999999999875e-01 5.866784551867519903e-01 3.032217079759835787e-01
6.209599999999999564e-01 5.888259981756722716e-01 3.043316543994378787e-01
6.210400000000000365e-01 5.909725557921119421e-01 3.054410915382509972e-01
6.211200000000000054e-01 5.931181256123895240e-01 3.065500181397557422e-01
6.211999999999999744e-01 5.952627052143052433e-01 3.076584329520507533e-01
6.212799999999999434e-01 5.974062921771300383e-01 3.087663347239947842e-01
6.213600000000000234e-01 5.995488840816105558e-01 3.098737222052093121e-01
6.214399999999999924e-01 6.016904785099584929e-01 3.109805941460730971e-01
6.215199999999999614e-01 6.038310730458676945e-01 3.120869492977307869e-01
6.215999999999999304e-01 6.059706652745023847e-01 3.131927864120871430e-01
6.216800000000000104e-01 6.081092527825032734e-01 3.142981042418098725e-01
6.217599999999999794e-01 6.102468331579748995e-01 3.154029015403234659e-01
6.218399999999999483e-01 6.123834039905048376e-01 3.165071770618187452e-01
6.219200000000000284e-01 6.145189628711537067e-01 3.176109295612479788e-01
6.219999999999999973e-01 6.166535073924462873e-01 3.187141577943199966e-01
6.220799999999999663e-01 6.187870351483900633e-01 3.198168605175101820e-01
6.221599999999999353e-01 6.209195437344630086e-01 3.209190364880538104e-01
6.222400000000000153e-01 6.230510307476186949e-01 3.220206844639487698e-01
6.223199999999999843e-01 6.251814937862757438e-01 3.231218032039503418e-01
6.223999999999999533e-01 6.273109304503353689e-01 3.242223914675798624e-01
6.224800000000000333e-01 6.294393383411710508e-01 3.253224480151197251e-01
6.225600000000000023e-01 6.315667150616218750e-01 3.264219716076097733e-01
6.226399999999999713e-01 6.336930582160082981e-01 3.275209610068555155e-01
6.227199999999999402e-01 6.358183654101217108e-01 3.286194149754226301e-01
6.228000000000000203e-01 6.379426342512297676e-01 3.297173322766398518e-01
6.228799999999999892e-01 6.400658623480645071e-01 3.308147116745928651e-01
6.229599999999999582e-01 6.421880473108400045e-01 3.319115519341331311e-01
6.230399999999999272e-01 6.443091867512413806e-01 3.330078518208726135e-01
6.231200000000000072e-01 6.464292782824289096e-01 3.341036101011856108e-01
6.231999999999999762e-01 6.485483195190286931e-01 3.351988255422039265e-01
6.232799999999999452e-01 6.506663080771483143e-01 3.362934969118253070e-01
6.233600000000000252e-01 6.527832415743686223e-01 3.373876229787087233e-01
6.234399999999999942e-01 6.548991176297354055e-01 3.384812025122703738e-01
6.235199999999999632e-01 6.570139338637764892e-01 3.395742342826924554e-01
6.235999999999999321e-01 6.591276878984898557e-01 3.406667170609170014e-01
6.236800000000000122e-01 6.612403773573501953e-01 3.417586496186492684e-01
6.237599999999999811e-01 6.633519998652964711e-01 3.428500307283513515e-01
6.238399999999999501e-01 6.654625530487499052e-01 3.439408591632512890e-01
6.239200000000000301e-01 6.675720345356049856e-01 3.450311336973387877e-01
6.239999999999999991e-01 6.696804419552212506e-01 3.461208531053606707e-01
6.240799999999999681e-01 6.717877729426156019e-01 3.472100161649876449e-01
6.241599999999999371e-01 6.738940251336842380e-01 3.482986216543449975e-01
6.242400000000000171e-01 6.759991961624285395e-01 3.493866683505786330e-01
6.243199999999999861e-01 6.781032836644426132e-01 3.504741550316576859e-01
6.243999999999999551e-01 6.802062852769322765e-01 3.515610804763842911e-01
6.244799999999999240e-01 6.823081986387020681e-01 3.526474434643868117e-01
6.245600000000000041e-01 6.844090213901616870e-01 3.537332427761232800e-01
6.246399999999999730e-01 6.865087511733143355e-01 3.548184771928752923e-01
6.247199999999999420e-01 6.886073856317742603e-01 3.559031454967572228e-01
6.248000000000000220e-01 6.907049224107576491e-01 3.569872464707112281e-01
6.248799999999999910e-01 6.928013591570744145e-01 3.580707788985032503e-01
6.249599999999999600e-01 6.948966935191450700e-01 3.591537415647316767e-01
6.250399999999999290e-01 6.969909231469896271e-01 3.602361332548216222e-01
6.251200000000000090e-01 6.990840456922330359e-01 3.613179527550275938e-01
6.251999999999999780e-01 7.011760588080937495e-01 3.623991988524277730e-01
6.252799999999999470e-01 7.032669601494011546e-01 3.634798703349329529e-01
6.253600000000000270e-01 7.053567473725866899e-01 3.645599659912818757e-01
6.254399999999999959e-01 7.074454181356755189e-01 3.656394846110370134e-01
6.255199999999999649e-01 7.095329700983035170e-01 3.667184249845933941e-01
6.255999999999999339e-01 7.116194009217058358e-01 3.677967859031725517e-01
6.256800000000000139e-01 7.137047082687226762e-01 3.688745661588256342e-01
6.257599999999999829e-01 7.157888898037877423e-01 3.699517645444272973e-01
6.258399999999999519e-01 7.178719431929455608e-01 3.710283798536847533e-01
6.259200000000000319e-01 7.199538661038429321e-01 3.721044108811334961e-01
6.260000000000000009e-01 7.220346562057203821e-01 3.731798564221325276e-01
6.260799999999999699e-01 7.241143111694285928e-01 3.742547152728731841e-01
6.261599999999999389e-01 7.261928286674184108e-01 3.753289862303738067e-01
6.262400000000000189e-01 7.282702063737449549e-01 3.764026680924817958e-01
6.263199999999999878e-01 7.303464419640572913e-01 3.774757596578685592e-01
6.263999999999999568e-01 7.324215331156153086e-01 3.785482597260378945e-01
6.264799999999999258e-01 7.344954775072780606e-01 3.796201670973202158e-01
6.265600000000000058e-01 7.365682728195097617e-01 3.806914805728754403e-01
6.266399999999999748e-01 7.386399167343682404e-01 3.817621989546873262e-01
6.267199999999999438e-01 7.407104069355217035e-01 3.828323210455717440e-01
6.268000000000000238e-01 7.427797411082409651e-01 3.839018456491729570e-01
6.268799999999999928e-01 7.448479169393904531e-01 3.849707715699589583e-01
6.269599999999999618e-01 7.469149321174450851e-01 3.860390976132299645e-01
6.270399999999999308e-01 7.489807843324791659e-01 3.871068225851129196e-01
6.271200000000000108e-01 7.510454712761721607e-01 3.881739452925643263e-01
6.271999999999999797e-01 7.531089906417970381e-01 3.892404645433643617e-01
6.272799999999999487e-01 7.551713401242375889e-01 3.903063791461256482e-01
6.273600000000000287e-01 7.572325174199795450e-01 3.913716879102889235e-01
6.274399999999999977e-01 7.592925202271024743e-01 3.924363896461184886e-01
6.275199999999999667e-01 7.613513462452967673e-01 3.935004831647112566e-01
6.275999999999999357e-01 7.634089931758520908e-01 3.945639672779908680e-01
6.276800000000000157e-01 7.654654587216627171e-01 3.956268407987100777e-01
6.277599999999999847e-01 7.675207405872171984e-01 3.966891025404458149e-01
6.278399999999999537e-01 7.695748364786144657e-01 3.977507513176071763e-01
6.279200000000000337e-01 7.716277441035556128e-01 3.988117859454314296e-01
6.280000000000000027e-01 7.736794611713353476e-01 3.998722052399794058e-01
6.280799999999999716e-01 7.757299853968974146e-01 4.009320080202317116e-01
6.281599999999999406e-01 7.777793144961592242e-01 4.019911931056721621e-01
6.282400000000000206e-01 7.798274461834371341e-01 4.030497593149570679e-01
6.283199999999999896e-01 7.818743781747644617e-01 4.041077054676300295e-01
6.283999999999999586e-01 7.839201081879098032e-01 4.051650303841317080e-01
6.284799999999999276e-01 7.859646339423637107e-01 4.062217328857926080e-01
6.285600000000000076e-01 7.880079531593456865e-01 4.072778117948369081e-01
6.286399999999999766e-01 7.900500635617927481e-01 4.083332659343764659e-01
6.287199999999999456e-01 7.920909628743757480e-01 4.093880941284191999e-01
6.288000000000000256e-01 7.941306488234922689e-01 4.104422952018655923e-01
6.288799999999999946e-01 7.961691191372560761e-01 4.114958679805029718e-01
6.289599999999999635e-01 7.982063715455159914e-01 4.125488112910155603e-01
6.290399999999999325e-01 8.002424037798434586e-01 4.136011239609778678e-01
6.291200000000000125e-01 8.022772135735390941e-01 4.146528048188580784e-01
6.291999999999999815e-01 8.043107986616201410e-01 4.157038526940116663e-01
6.292799999999999505e-01 8.063431567808382328e-01 4.167542664166904998e-01
6.293600000000000305e-01 8.083742856696715107e-01 4.178040448180387334e-01
6.294399999999999995e-01 8.104041830683146319e-01 4.188531867300877010e-01
6.295199999999999685e-01 8.124328467186968661e-01 4.199016909857653523e-01
6.295999999999999375e-01 8.144602743644706599e-01 4.209495564188901473e-01
6.296800000000000175e-01 8.164864637510166334e-01 4.219967818641738311e-01
6.297599999999999865e-01 8.185114126254333655e-01 4.230433661572159387e-01
6.298399999999999554e-01 8.205351187365531596e-01 4.240893081345122884e-01
6.299200000000000355e-01 8.225575798349344936e-01 4.251346066334505958e-01
6.300000000000000044e-01 8.245787936728528056e-01 4.261792604923062000e-01
6.300799999999999734e-01 8.265987580043180349e-01 4.272232685502507787e-01
6.301599999999999424e-01 8.286174705850632982e-01 4.282666296473466860e-01
6.302400000000000224e-01 8.306349291725499961e-01 4.293093426245495059e-01
6.303199999999999914e-01 8.326511315259571555e-01 4.303514063237026122e-01
6.303999999999999604e-01 8.346660754061978604e-01 4.313928195875454952e-01
6.304799999999999294e-01 8.366797585759083722e-01 4.324335812597083772e-01
6.305600000000000094e-01 8.386921787994534583e-01 4.334736901847148771e-01
6.306399999999999784e-01 8.407033338429150682e-01 4.345131452079760148e-01
6.307199999999999473e-01 8.427132214741100968e-01 4.355519451757995375e-01
6.308000000000000274e-01 8.447218394625800597e-01 4.365900889353846459e-01
6.308799999999999963e-01 8.467291855795852085e-01 4.376275753348187192e-01
6.309599999999999653e-01 8.487352575981190750e-01 4.386644032230850865e-01
